  nnod     Lon    Lat      Cost    hs      dir   
   6913    0.901  36.882   2.770  0.40  53.89 
   6912    0.876  36.882   2.802  0.39  53.54 
   6911    0.851  36.882   2.833  0.39  53.18 
   6910    0.826  36.882   2.865  0.39  52.83 
   6909    0.801  36.882   2.897  0.39  52.47 
   6908    0.776  36.882   2.929  0.39  52.35 
   6907    0.751  36.882   2.961  0.39  52.24 
   6906    0.726  36.882   2.993  0.38  52.13 
   6905    0.701  36.882   3.024  0.38  52.02 
   6904    0.676  36.882   3.056  0.38  51.91 
   6903    0.651  36.882   3.088  0.38  51.79 
   6902    0.626  36.882   3.120  0.38  51.67 
   6901    0.601  36.882   3.152  0.38  51.56 
   6900    0.576  36.882   3.183  0.38  51.48 
   6899    0.551  36.882   3.215  0.38  51.40 
   6898    0.526  36.882   3.247  0.38  51.32 
   6897    0.501  36.882   3.279  0.37  51.18 
   6896    0.476  36.882   3.311  0.37  51.01 
   6895    0.451  36.882   3.343  0.37  50.84 
   6894    0.426  36.882   3.374  0.37  50.67 
   6893    0.401  36.882   3.406  0.36  50.50 
   6892    0.376  36.882   3.438  0.36  50.59 
   6891    0.351  36.882   3.470  0.36  50.69 
   6890    0.326  36.882   3.502  0.54  57.03 
   6889    0.301  36.882   3.534  0.54  57.02 
   6888    0.276  36.882   3.565  0.54  56.94 
   6887    0.251  36.882   3.597  0.53  56.85 
   6886    0.226  36.882   3.629  0.53  56.77 
   6885    0.201  36.882   3.661  0.52  56.69 
   6884    0.176  36.882   3.693  0.52  56.94 
   6883    0.151  36.882   3.724  0.52  57.21 
   6882    0.126  36.882   3.756  0.52  57.48 
   6881    0.101  36.882   3.788  0.51  57.64 
   6880    0.076  36.882   3.820  0.51  57.73 
   6879    0.051  36.882   3.852  0.50  57.82 
   6878    0.026  36.882   3.884  0.49  57.92 
   6877    0.001  36.882   3.915  0.49  58.01 
   6876   -0.024  36.882   3.947  0.48  58.21 
   6875   -0.049  36.882   3.979  0.48  58.42 
   6874   -0.074  36.882   4.011  0.47  58.62 
   6873   -0.099  36.882   4.043  0.47  58.82 
   6872   -0.124  36.882   4.074  0.46  59.02 
   6871   -0.149  36.882   4.106  0.46  59.18 
   6870   -0.174  36.882   4.138  0.46  59.34 
   6869   -0.199  36.882   4.170  0.45  59.50 
   6868   -0.224  36.882   4.202  0.45  59.69 
   6867   -0.249  36.882   4.234  0.45  59.88 
   6866   -0.274  36.882   4.265  0.44  60.07 
   6865   -0.299  36.882   4.297  0.44  60.24 
   6864   -0.324  36.882   4.329  0.44  60.41 
   6863   -0.349  36.882   4.361  0.43  60.58 
   6862   -0.374  36.882   4.393  0.43  60.75 
   6861   -0.399  36.882   4.425  0.43  60.91 
   6860   -0.424  36.882   4.456  0.42  61.11 
   6859   -0.449  36.882   4.488  0.42  61.30 
   6858   -0.474  36.882   4.520  0.66  66.12 
   6857   -0.499  36.882   4.552  0.65  66.24 
   6856   -0.524  36.882   4.584  0.65  66.36 
   6855   -0.549  36.882   4.616  0.64  66.48 
   6854   -0.574  36.882   4.647  0.64  66.59 
   6853   -0.599  36.882   4.679  0.63  66.71 
   6852   -0.624  36.882   4.711  0.63  66.85 
   6851   -0.649  36.882   4.743  0.62  67.00 
   6850   -0.674  36.882   4.775  0.61  67.15 
   6849   -0.699  36.882   4.807  0.61  67.29 
   6848   -0.724  36.882   4.838  0.60  67.43 
   6847   -0.749  36.882   4.870  0.60  67.57 
   6846   -0.774  36.882   4.902  0.59  67.70 
   6845   -0.799  36.882   4.934  0.58  67.84 
   6844   -0.824  36.882   4.966  0.58  67.93 
   6843   -0.849  36.882   4.998  0.57  68.01 
   6842   -0.874  36.882   5.029  0.56  68.10 
   6841   -0.899  36.882   5.061  0.55  68.23 
   6840   -0.924  36.882   5.093  0.55  68.40 
   6839   -0.949  36.882   5.125  0.54  68.56 
   6838   -0.974  36.882   5.157  0.53  68.72 
   6837   -0.999  36.882   5.189  0.52  68.88 
   6836   -1.024  36.882   5.221  0.52  68.87 
   6835   -1.049  36.882   5.252  0.51  68.85 
   6834   -1.074  36.882   5.284  0.50  68.83 
   6833   -1.099  36.882   5.316  0.50  68.83 
   6832   -1.124  36.882   5.348  0.49  68.85 
   6831   -1.149  36.882   5.380  0.48  68.87 
   6830   -1.174  36.882   5.412  0.47  68.89 
   6225   -1.274  36.857   5.545  0.59  70.42 
   5620   -1.374  36.832   5.679  0.59  69.38 
   5015   -1.474  36.807   5.812  0.58  68.21 
   4410   -1.574  36.782   5.946  0.57  67.04 
   3805   -1.674  36.757   6.079  0.57  66.14 
   3200   -1.774  36.732   6.213  0.57  65.40 
   2595   -1.874  36.707   6.347  0.55  65.96 
   1990   -1.974  36.682   6.481  0.55  65.87 
   1385   -2.074  36.657   6.614  0.57  69.74 
    780   -2.174  36.632   6.748  0.59  70.17 
