  nnod     Lon    Lat      Cost    hs      dir   
  78358  -67.239  16.264   9.593  2.04  78.64 
  79324  -67.372  16.298   9.803  2.04  78.36 
  80290  -67.505  16.331  10.013  2.04  78.11 
  81256  -67.639  16.364  10.222  2.05  77.83 
  82222  -67.772  16.398  10.432  2.05  77.62 
  83188  -67.905  16.431  10.642  1.96  78.73 
  84154  -68.039  16.464  10.851  1.96  78.70 
  85120  -68.172  16.498  11.061  1.95  78.72 
  86086  -68.305  16.531  11.270  1.95  78.94 
  87052  -68.439  16.564  11.479  1.95  79.33 
  88018  -68.572  16.598  11.688  1.92  80.97 
  88984  -68.705  16.631  11.897  1.91  81.90 
  89950  -68.839  16.664  12.106  1.91  82.83 
  90916  -68.972  16.698  12.314  1.89  83.76 
  91882  -69.105  16.731  12.523  1.95  85.07 
  92848  -69.239  16.764  12.731  1.95  85.84 
  93814  -69.372  16.798  12.939  1.95  86.39 
  94780  -69.505  16.831  13.147  1.94  86.85 
  95746  -69.639  16.864  13.355  1.94  87.29 
  96712  -69.772  16.898  13.563  1.91  87.77 
  97678  -69.905  16.931  13.770  1.90  88.09 
  98644  -70.039  16.964  13.978  1.90  88.38 
  99610  -70.172  16.998  14.185  1.91  88.79 
 100576  -70.305  17.031  14.393  1.91  89.21 
 101542  -70.439  17.064  14.600  1.88  89.08 
 102508  -70.572  17.098  14.808  1.90  88.79 
 103474  -70.705  17.131  15.015  1.93  88.51 
 104440  -70.839  17.164  15.223  1.95  88.39 
 105406  -70.972  17.198  15.430  1.98  88.67 
 106372  -71.105  17.231  15.637  1.94  89.65 
 107338  -71.239  17.264  15.845  1.95  91.22 
 108304  -71.372  17.298  16.051  1.96  92.73 
 109270  -71.505  17.331  16.258  1.95  94.69 
 110236  -71.639  17.364  16.464  1.94  97.71 
 111202  -71.772  17.398  16.670  1.92 101.76 
 112168  -71.905  17.431  16.876  1.84 104.59 
 113134  -72.039  17.464  17.081  1.79 106.99 
 114101  -72.139  17.498  17.239  1.74 109.07 
 115068  -72.239  17.531  17.397  1.72 111.13 
 116035  -72.339  17.564  17.555  1.61 114.48 
 117002  -72.439  17.598  17.713  1.57 116.37 
 117969  -72.539  17.631  17.871  1.53 117.84 
 118936  -72.639  17.664  18.029  1.51 118.76 
 119903  -72.739  17.698  18.188  1.49 119.66 
 120870  -72.839  17.731  18.346  1.48 120.29 
 121837  -72.939  17.764  18.505  1.41 121.39 
 122804  -73.039  17.798  18.663  1.40 121.82 
 123771  -73.139  17.831  18.822  1.39 122.20 
 124738  -73.239  17.864  18.980  1.39 122.73 
 125705  -73.339  17.898  19.138  1.38 123.48 
 126672  -73.439  17.931  19.297  1.38 124.23 
 127639  -73.539  17.964  19.455  1.33 125.08 
 128606  -73.639  17.998  19.614  1.22 126.20 
 129573  -73.739  18.031  19.772  1.13 128.10 
 130539  -73.872  18.064  19.979  1.06 131.82 
 131506  -73.972  18.098  20.138  0.97 135.40 
 132473  -74.072  18.131  20.297  0.95 137.26 
 133440  -74.172  18.164  20.455  0.94 137.49 
 134407  -74.272  18.198  20.614  1.05 136.61 
 135373  -74.405  18.231  20.820  1.09 132.50 
 136341  -74.472  18.264  20.932  1.12 127.44 
 137309  -74.539  18.298  21.044  1.13 123.48 
 138277  -74.605  18.331  21.156  1.14 119.55 
 139245  -74.672  18.364  21.268  1.16 115.57 
 140213  -74.739  18.398  21.380  1.19 111.57 
 141180  -74.839  18.431  21.538  1.15 110.48 
 142147  -74.939  18.464  21.695  1.19 105.73 
 143114  -75.039  18.498  21.853  1.23 104.91 
 144081  -75.139  18.531  22.011  1.25 104.00 
 145048  -75.239  18.564  22.168  1.27 102.85 
 146015  -75.339  18.598  22.325  1.27 102.97 
 146982  -75.439  18.631  22.483  1.27 103.60 
 147949  -75.539  18.664  22.640  1.21 105.43 
 148916  -75.639  18.698  22.797  1.21 106.05 
 149883  -75.739  18.731  22.954  1.21 107.05 
 150850  -75.839  18.764  23.111  1.20 107.77 
 151817  -75.939  18.798  23.268  1.19 108.31 
 152784  -76.039  18.831  23.425  1.18 108.29 
 153751  -76.139  18.864  23.582  1.16 106.22 
 154718  -76.239  18.898  23.739  1.14 106.53 
 155685  -76.339  18.931  23.896  1.12 106.44 
 156652  -76.439  18.964  24.053  1.09 105.90 
 157619  -76.539  18.998  24.210  1.07 106.08 
 158586  -76.639  19.031  24.366  1.05 106.06 
 159553  -76.739  19.064  24.523  1.06 104.67 
 160520  -76.839  19.098  24.680  1.04 104.83 
 161487  -76.939  19.131  24.837  1.02 105.11 
 162454  -77.039  19.164  24.994  1.01 105.69 
 163421  -77.139  19.198  25.150  1.00 106.25 
 164388  -77.239  19.231  25.307  0.98 106.85 
 165355  -77.339  19.264  25.464  0.96 107.36 
 166322  -77.439  19.298  25.620  0.97 107.00 
 167289  -77.539  19.331  25.777  0.96 107.49 
 168256  -77.639  19.364  25.933  0.95 107.97 
 169223  -77.739  19.398  26.090  0.94 108.60 
 170190  -77.839  19.431  26.246  0.92 109.37 
 171157  -77.939  19.464  26.403  0.90 110.24 
 172124  -78.039  19.498  26.559  0.91 110.73 
 173091  -78.139  19.531  26.716  0.89 111.76 
 174058  -78.239  19.564  26.872  0.87 112.97 
 175025  -78.339  19.598  27.029  0.86 114.00 
 175992  -78.439  19.631  27.185  0.84 115.27 
 176959  -78.539  19.664  27.342  0.82 116.77 
 177927  -78.605  19.698  27.453  0.81 118.06 
 178895  -78.672  19.731  27.564  0.82 118.11 
 179863  -78.739  19.764  27.675  0.81 119.42 
 180830  -78.839  19.798  27.832  0.80 120.69 
 181798  -78.905  19.831  27.943  0.80 121.90 
 182766  -78.972  19.864  28.054  0.79 123.16 
 183734  -79.039  19.898  28.165  0.80 124.54 
 184702  -79.105  19.931  28.277  0.81 126.01 
 185670  -79.172  19.964  28.388  0.82 127.45 
 186638  -79.239  19.998  28.499  0.82 128.85 
 187606  -79.305  20.031  28.611  0.84 127.64 
 188574  -79.372  20.064  28.722  0.84 128.09 
 189542  -79.439  20.098  28.833  0.84 128.44 
 190510  -79.505  20.131  28.944  0.84 128.79 
 191478  -79.572  20.164  29.056  0.85 129.06 
 192446  -79.639  20.198  29.167  0.86 129.30 
 193414  -79.705  20.231  29.278  0.86 129.44 
 194382  -79.772  20.264  29.389  0.87 129.58 
 195350  -79.839  20.298  29.500  0.78 129.05 
 196318  -79.905  20.331  29.611  0.78 129.16 
 197286  -79.972  20.364  29.722  0.78 129.20 
 198254  -80.039  20.398  29.834  0.78 129.28 
 199222  -80.105  20.431  29.945  0.79 129.46 
 200190  -80.172  20.464  30.056  0.79 129.58 
 201158  -80.239  20.498  30.167  0.79 129.59 
 202125  -80.339  20.531  30.323  0.80 129.49 
 203092  -80.439  20.564  30.479  0.81 129.69 
 204059  -80.539  20.598  30.635  0.75 130.84 
 205026  -80.639  20.631  30.791  0.76 131.27 
 205993  -80.739  20.664  30.948  0.76 131.59 
 206960  -80.839  20.698  31.104  0.77 131.69 
 207927  -80.939  20.731  31.260  0.76 131.61 
 208894  -81.039  20.764  31.416  0.76 131.45 
 209861  -81.139  20.798  31.572  0.73 131.32 
 210828  -81.239  20.831  31.728  0.73 131.20 
 211795  -81.339  20.864  31.884  0.73 131.32 
 212762  -81.439  20.898  32.040  0.73 131.77 
 213729  -81.539  20.931  32.195  0.74 132.52 
 214696  -81.639  20.964  32.351  0.74 133.49 
 215663  -81.739  20.998  32.507  0.81 132.67 
 216630  -81.839  21.031  32.663  0.82 133.80 
 217597  -81.939  21.064  32.819  0.85 135.04 
 218564  -82.039  21.098  32.975  0.86 136.16 
 219531  -82.139  21.131  33.131  0.87 137.12 
 220498  -82.239  21.164  33.287  0.88 138.33 
 221465  -82.339  21.198  33.443  0.90 138.97 
 222432  -82.439  21.231  33.599  0.92 140.34 
 223399  -82.539  21.264  33.755  0.93 140.80 
 224366  -82.639  21.298  33.911  0.94 140.84 
 225333  -82.739  21.331  34.067  0.95 141.39 
 226300  -82.839  21.364  34.223  0.95 143.00 
 227267  -82.939  21.398  34.380  0.95 145.20 
 228234  -83.039  21.431  34.536  0.91 150.90 
 229201  -83.139  21.464  34.692  0.86 156.01 
 230168  -83.239  21.498  34.849  0.95 156.48 
 231135  -83.339  21.531  35.005  0.98 156.77 
 232102  -83.439  21.564  35.162  0.98 158.73 
 233069  -83.539  21.598  35.319  1.01 158.14 
 234036  -83.639  21.631  35.475  1.02 157.55 
 235003  -83.739  21.664  35.632  1.08 156.91 
 235970  -83.839  21.698  35.788  1.10 156.40 
 236937  -83.939  21.731  35.945  1.10 155.80 
 237904  -84.039  21.764  36.101  1.11 154.68 
 238871  -84.139  21.798  36.258  1.12 153.33 
 239838  -84.239  21.831  36.414  1.08 153.40 
 240806  -84.305  21.864  36.525  1.14 155.41 
 241774  -84.372  21.898  36.636  1.08 156.80 
 242742  -84.439  21.931  36.747  1.03 158.73 
 243710  -84.505  21.964  36.858  0.97 159.34 
 244678  -84.572  21.998  36.969  0.90 159.22 
 245646  -84.639  22.031  37.080  0.92 160.17 
 246614  -84.705  22.064  37.191  0.95 161.60 
 247582  -84.772  22.098  37.302  1.00 162.53 
 248550  -84.839  22.131  37.414  1.07 163.57 
 249518  -84.905  22.164  37.525  1.12 168.26 
 250486  -84.972  22.198  37.636  1.19 169.07 
 251454  -85.039  22.231  37.748  1.25 169.06 
 252422  -85.105  22.264  37.860  1.31 168.79 
 253390  -85.172  22.298  37.971  1.36 168.51 
 254358  -85.239  22.331  38.083  1.40 168.34 
 255326  -85.305  22.364  38.195  1.43 168.26 
 256294  -85.372  22.398  38.307  1.46 168.19 
 257262  -85.439  22.431  38.418  1.48 167.98 
 258230  -85.505  22.464  38.530  1.37 169.52 
 259198  -85.572  22.498  38.642  1.38 169.13 
 260166  -85.639  22.531  38.754  1.40 168.95 
 261134  -85.705  22.564  38.866  1.40 168.93 
 262102  -85.772  22.598  38.977  1.41 168.90 
 263070  -85.839  22.631  39.089  1.41 168.36 
 264038  -85.905  22.664  39.201  1.41 167.49 
 265006  -85.972  22.698  39.312  1.41 166.93 
 265974  -86.039  22.731  39.424  1.42 166.32 
 266942  -86.105  22.764  39.535  1.36 167.86 
 267910  -86.172  22.798  39.646  1.36 167.11 
 268878  -86.239  22.831  39.758  1.37 166.24 
 269846  -86.305  22.864  39.869  1.37 165.22 
 270814  -86.372  22.898  39.980  1.37 164.21 
 271782  -86.439  22.931  40.091  1.37 162.78 
 272750  -86.505  22.964  40.202  1.37 161.15 
 273718  -86.572  22.998  40.313  1.37 159.56 
 274686  -86.639  23.031  40.424  1.36 158.06 
 275654  -86.705  23.064  40.535  1.24 164.73 
 276622  -86.772  23.098  40.645  1.25 163.81 
 277590  -86.839  23.131  40.756  1.27 163.69 
 278558  -86.905  23.164  40.867  1.27 163.56 
 279526  -86.972  23.198  40.977  1.28 163.19 
 280494  -87.039  23.231  41.088  1.29 161.33 
 281462  -87.105  23.264  41.198  1.29 159.10 
 282430  -87.172  23.298  41.309  1.30 156.87 
 283398  -87.239  23.331  41.419  1.30 154.80 
 284366  -87.305  23.364  41.530  1.86 349.34 
 285334  -87.372  23.398  41.640  1.94 349.12 
 286302  -87.439  23.431  41.750  2.01 349.11 
 287270  -87.505  23.464  41.860  2.08 349.05 
 288238  -87.572  23.498  41.970  2.15 349.06 
 289206  -87.639  23.531  42.086  2.21 348.93 
 290174  -87.705  23.564  42.205  2.28 348.67 
 291142  -87.772  23.598  42.324  2.34 348.42 
 292110  -87.839  23.631  42.443  2.40 348.25 
 293078  -87.905  23.664  42.562  3.22 346.35 
 294046  -87.972  23.698  42.682  3.28 346.54 
 295014  -88.039  23.731  42.802  3.34 346.74 
 295982  -88.105  23.764  42.922  3.40 346.96 
 296950  -88.172  23.798  43.044  3.45 347.17 
 297918  -88.239  23.831  43.169  3.50 347.35 
 298886  -88.305  23.864  43.294  3.55 347.52 
 299854  -88.372  23.898  43.419  3.59 347.70 
 300822  -88.439  23.931  43.544  4.48 350.39 
 301790  -88.505  23.964  43.669  4.49 350.65 
 302758  -88.572  23.998  43.794  4.50 350.92 
 303726  -88.639  24.031  43.920  4.50 351.30 
 304694  -88.705  24.064  44.047  4.50 351.71 
 305662  -88.772  24.098  44.176  4.49 352.12 
 306630  -88.839  24.131  44.305  4.49 352.63 
 307598  -88.905  24.164  44.433  4.49 353.22 
 308566  -88.972  24.198  44.562  4.18 357.29 
 309534  -89.039  24.231  44.690  4.17 358.03 
 310502  -89.105  24.264  44.818  4.16 358.74 
 311470  -89.172  24.298  44.946  4.15 359.53 
 312438  -89.239  24.331  45.072  4.14   0.29 
 313406  -89.305  24.364  45.198  4.13   0.99 
 314374  -89.372  24.398  45.323  4.13   1.69 
 315342  -89.439  24.431  45.448  4.13   2.42 
 316310  -89.505  24.464  45.572  3.67   7.59 
 317278  -89.572  24.498  45.697  3.67   8.53 
 318246  -89.639  24.531  45.822  3.67   9.41 
 319214  -89.705  24.564  45.946  3.68  10.30 
 320182  -89.772  24.598  46.069  3.68  11.26 
 321150  -89.839  24.631  46.190  3.69  12.14 
 322118  -89.905  24.664  46.311  3.68  12.93 
 323086  -89.972  24.698  46.432  3.68  13.60 
 324054  -90.039  24.731  46.553  3.23  20.05 
 325021  -90.139  24.764  46.721  3.23  20.70 
 325988  -90.239  24.798  46.888  3.22  21.26 
 326955  -90.339  24.831  47.054  3.19  21.41 
 327923  -90.405  24.864  47.172  3.15  21.42 
 328890  -90.505  24.898  47.336  3.10  20.89 
 329857  -90.605  24.931  47.499  3.05  20.59 
 330824  -90.705  24.964  47.663  2.71  27.53 
 331791  -90.805  24.998  47.826  2.67  27.41 
 332758  -90.905  25.031  47.989  2.63  27.17 
 333725  -91.005  25.064  48.150  2.59  26.92 
 334692  -91.105  25.098  48.310  2.54  26.76 
 335659  -91.205  25.131  48.470  2.51  26.50 
 336626  -91.305  25.164  48.630  2.19  35.37 
 337593  -91.405  25.198  48.790  2.16  35.31 
 338560  -91.505  25.231  48.950  2.12  35.42 
